reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R03251/1.3.1A1/1.3.1.18;	1/1.3.1A1(rev);	0.232775	0.777778	0.4375	0.322034	0.265306	0.222222	0.209756	0.196721	0.19708
R11067(r)/1.3.1A1/;	1/1.3.1A1(rev);	0.230618	1	0.517241	0.322034	0.244898	0.194444	0.182266	0.192982	0.214876
R11927/1.3.1A2/1.3.1.113;	1/1.3.1A1(rev);	0.230159	1	0.483871	0.301587	0.219048	0.171975	0.185567	0.213592	0.220339
R05239/1.3.1A1/1.3.1.56;	1/1.3.1A1(rev);	0.228487	0.777778	0.411765	0.28125	0.247525	0.191781	0.183673	0.207547	0.216667
R05239/1.3.1A1/1.3.1.56;	1/1.3.1A1(rev);	0.228487	0.777778	0.411765	0.28125	0.247525	0.191781	0.183673	0.207547	0.216667
R07015/1.3.1A2/1.3.1.20;	1/1.3.1A1(rev);	0.226693	0.777778	0.411765	0.28125	0.242718	0.186667	0.176471	0.207547	0.222222
R04115/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.226693	0.777778	0.411765	0.28125	0.242718	0.186667	0.176471	0.207547	0.222222
R06910/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.226693	0.777778	0.4375	0.3	0.252525	0.189189	0.18	0.201835	0.213115
R06910/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.226693	0.777778	0.4375	0.3	0.252525	0.189189	0.18	0.201835	0.213115
R03763/1.3.1A1/1.3.1.5;	1/1.3.1A1(rev);	0.224254	1	0.555556	0.333333	0.26087	0.19708	0.185567	0.191304	0.181818
R03764/1.3.1A2/1.3.1.5;	1/1.3.1A1(rev);	0.224254	1	0.555556	0.333333	0.26087	0.19708	0.185567	0.191304	0.181818
R05241/1.3.1A1/1.3.1.56;	1/1.3.1A1(rev);	0.223188	0.777778	0.411765	0.28125	0.247525	0.191781	0.18	0.2	0.206349
R05241/1.3.1A1/1.3.1.56;	1/1.3.1A1(rev);	0.223188	0.777778	0.411765	0.28125	0.247525	0.191781	0.18	0.2	0.206349
R06931/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.222329	0.777778	0.4375	0.3	0.257732	0.194444	0.176471	0.191304	0.204724
R06931/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.222329	0.777778	0.4375	0.3	0.257732	0.194444	0.176471	0.191304	0.204724
R07015/1.3.1A2/1.3.1.20;	1/1.3.1A1(rev);	0.222008	0.777778	0.388889	0.264706	0.222222	0.181818	0.174757	0.207547	0.222222
R04115/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.222008	0.777778	0.388889	0.264706	0.222222	0.181818	0.174757	0.207547	0.222222
R04115/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.222008	0.777778	0.388889	0.264706	0.222222	0.181818	0.174757	0.207547	0.222222
R03251/1.3.1A1/1.3.1.18;	1/1.3.1A1(rev);	0.221843	0.777778	0.388889	0.275362	0.254545	0.222222	0.20524	0.183206	0.188811
R06896(r)/1.3.1A2/1.3.1.75;	1/1.3.1A1(rev);	0.215686	0.777778	0.466667	0.333333	0.284211	0.227586	0.205882	0.183206	0.154696
R06910/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.215686	0.777778	0.388889	0.264706	0.229358	0.175	0.168224	0.198198	0.213115
R06272(r)/1.3.1A2/1.3.1.75;	1/1.3.1A1(rev);	0.215686	0.777778	0.466667	0.333333	0.284211	0.227586	0.205882	0.183206	0.154696
R06910/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.214087	0.777778	0.388889	0.257143	0.225225	0.17284	0.166667	0.198198	0.213115
R03882/1.3.1A1/1.3.1.47;	1/1.3.1A1(rev);	0.213894	1	0.555556	0.345455	0.274725	0.188811	0.171429	0.176	0.172185
R03883/1.3.1A2/1.3.1.47;	1/1.3.1A1(rev);	0.213894	1	0.555556	0.345455	0.274725	0.188811	0.171429	0.176	0.172185
R05312/1.3.1A1/1.3.1.65;	1/1.3.1A1(rev);	0.211042	0.777778	0.388889	0.264706	0.214286	0.175758	0.168142	0.191667	0.209302
R07705/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.207175	0.777778	0.4375	0.3	0.257732	0.191781	0.169811	0.174603	0.174497
R07705/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.207175	0.777778	0.4375	0.3	0.257732	0.191781	0.169811	0.174603	0.174497
R05310/1.3.1A1/1.3.1.60;	1/1.3.1A1(rev);	0.206321	0.777778	0.4375	0.322034	0.265306	0.189542	0.165919	0.171875	0.173333
R04151/1.3.1A1/1.3.1.49;	1/1.3.1A1(rev);	0.205333	0.777778	0.4375	0.3	0.252525	0.184211	0.165138	0.174603	0.176871
R05396/1.3.1A2/;	1/1.3.1A1(rev);	0.200695	0.777778	0.411765	0.272727	0.221239	0.170732	0.162162	0.177419	0.181818
R05396/1.3.1A2/;	1/1.3.1A1(rev);	0.200695	0.777778	0.411765	0.272727	0.221239	0.170732	0.162162	0.177419	0.181818
R05395/1.3.1A1/;	1/1.3.1A1(rev);	0.200695	0.777778	0.411765	0.272727	0.221239	0.170732	0.162162	0.177419	0.181818
R05395/1.3.1A1/;	1/1.3.1A1(rev);	0.200695	0.777778	0.411765	0.272727	0.221239	0.170732	0.162162	0.177419	0.181818
R05310/1.3.1A1/1.3.1.60;	1/1.3.1A1(rev);	0.189274	0.777778	0.470588	0.313433	0.245614	0.162011	0.145161	0.156028	0.159509
R06562(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.188291	1	0.517241	0.322034	0.245283	0.175758	0.153527	0.150685	0.146067
R06562(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.188291	1	0.517241	0.322034	0.245283	0.175758	0.153527	0.150685	0.146067
R06562(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.188291	1	0.517241	0.322034	0.245283	0.175758	0.153527	0.150685	0.146067
R02954/1.3.1A2/1.3.1.46;	1/1.3.1A1(rev);	0.187697	1	0.517241	0.322034	0.245283	0.175758	0.153527	0.14966	0.145251
R03962/1.3.1A2/1.3.1.51;	1/1.3.1A1(rev);	0.186467	0.777778	0.4375	0.301587	0.247706	0.174419	0.148594	0.153846	0.152047
R03962/1.3.1A2/1.3.1.51;	1/1.3.1A1(rev);	0.186467	0.777778	0.4375	0.301587	0.247706	0.174419	0.148594	0.153846	0.152047
R08954(r)/1.3.1A2/1.3.1.22;	1/1.3.1A1(rev);	0.185954	1	0.517241	0.322034	0.24	0.171975	0.153846	0.153846	0.139785
R02609,R02610/1.3.1A2/1.3.1.22,1.3.1.3;	1/1.3.1A1(rev);	0.185954	1	0.517241	0.322034	0.24	0.171975	0.153846	0.153846	0.139785
R01835/1.3.1A2/1.3.1.3;	1/1.3.1A1(rev);	0.185954	1	0.517241	0.322034	0.24	0.171975	0.153846	0.153846	0.139785
R07447(r)/1.3.1A2/1.3.1.22;	1/1.3.1A1(rev);	0.185954	1	0.517241	0.322034	0.24	0.171975	0.153846	0.153846	0.139785
R07429(r)/1.3.1A2/1.3.1.22;	1/1.3.1A1(rev);	0.185954	1	0.517241	0.322034	0.24	0.171975	0.153846	0.153846	0.139785
R10242/1.3.1A2/1.3.1.22;	1/1.3.1A1(rev);	0.185954	1	0.517241	0.322034	0.24	0.171975	0.153846	0.153846	0.139785
R02208/1.3.1A2/1.3.1.22;	1/1.3.1A1(rev);	0.185954	1	0.517241	0.322034	0.24	0.171975	0.153846	0.153846	0.139785
R02219(r)/1.3.1A2/1.3.1.3,1.3.99.6;	1/1.3.1A1(rev);	0.185954	1	0.517241	0.322034	0.24	0.171975	0.153846	0.153846	0.139785
R02497,R02498/1.3.1A2/1.3.1.22,1.3.1.3;	1/1.3.1A1(rev);	0.185954	1	0.517241	0.322034	0.24	0.171975	0.153846	0.153846	0.139785
R02954/1.3.1A2/1.3.1.46;	1/1.3.1A1(rev);	0.185301	0.777778	0.4375	0.311475	0.257143	0.176471	0.148594	0.151724	0.146893
R02954/1.3.1A2/1.3.1.46;	1/1.3.1A1(rev);	0.185301	0.777778	0.4375	0.311475	0.257143	0.176471	0.148594	0.151724	0.146893
R02954/1.3.1A2/1.3.1.46;	1/1.3.1A1(rev);	0.185301	0.777778	0.4375	0.311475	0.257143	0.176471	0.148594	0.151724	0.146893
R03962/1.3.1A2/1.3.1.51;	1/1.3.1A1(rev);	0.185012	0.777778	0.411765	0.292308	0.243243	0.170455	0.148594	0.153846	0.152047
R03962/1.3.1A2/1.3.1.51;	1/1.3.1A1(rev);	0.185012	0.777778	0.411765	0.292308	0.243243	0.170455	0.148594	0.153846	0.152047
R09183/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.183479	0.777778	0.4375	0.3	0.252525	0.181818	0.157895	0.152778	0.136842
R06563(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.183077	1	0.517241	0.322034	0.240741	0.171598	0.149798	0.146667	0.139785
R06562(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.182448	0.777778	0.4375	0.301587	0.247706	0.172414	0.146245	0.14966	0.146067
R03850/1.3.1A2/1.3.1.3;	1/1.3.1A1(rev);	0.181889	1	0.517241	0.322034	0.24	0.169811	0.151261	0.14966	0.134715
R07747,R07751(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.181126	1	0.517241	0.322034	0.245283	0.173653	0.149798	0.143791	0.135417
R07747,R07751(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.181126	1	0.517241	0.322034	0.245283	0.173653	0.149798	0.143791	0.135417
R07747,R07751(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.181126	1	0.517241	0.322034	0.245283	0.173653	0.149798	0.143791	0.135417
R02841/1.3.1A2/1.3.1.3;	1/1.3.1A1(rev);	0.181041	1	0.517241	0.322034	0.24	0.169811	0.151261	0.14966	0.132653
R02892,R02893/1.3.1A2/1.3.1.22,1.3.1.3;	1/1.3.1A1(rev);	0.181041	1	0.517241	0.322034	0.24	0.169811	0.151261	0.14966	0.132653
R03713/1.3.1A2/1.3.1.3;	1/1.3.1A1(rev);	0.181041	1	0.517241	0.322034	0.24	0.169811	0.151261	0.14966	0.132653
R04817/1.3.1A2/1.3.1.3;	1/1.3.1A1(rev);	0.179923	1	0.517241	0.322034	0.235294	0.167702	0.147541	0.146667	0.135417
R06563(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.17833	0.777778	0.4375	0.301587	0.247706	0.170455	0.142857	0.145695	0.140541
R06563(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.17833	0.777778	0.4375	0.301587	0.247706	0.170455	0.142857	0.145695	0.140541
R04823/1.3.1A2/1.3.1.3;	1/1.3.1A1(rev);	0.177456	1	0.517241	0.322034	0.235294	0.167702	0.146341	0.144737	0.131313
R06563(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.176734	0.777778	0.411765	0.292308	0.243243	0.166667	0.141762	0.145695	0.140541
R07747,R07751(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.167019	0.777778	0.4375	0.292308	0.238938	0.164835	0.135531	0.134146	0.127451
R07747,R07751(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.167019	0.777778	0.4375	0.292308	0.238938	0.164835	0.135531	0.134146	0.127451
R07747,R07751(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.164698	0.777778	0.411765	0.292308	0.238938	0.16129	0.133574	0.131737	0.126214
R07747,R07751(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.164698	0.777778	0.411765	0.292308	0.238938	0.16129	0.133574	0.131737	0.126214
R07747,R07751(r)/1.3.1A2/1.3.1.45;	1/1.3.1A1(rev);	0.164698	0.777778	0.411765	0.292308	0.238938	0.16129	0.133574	0.131737	0.126214
R09162/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.159862	0.777778	0.411765	0.272727	0.217391	0.150538	0.130435	0.130952	0.125604
R03845/1.3.1A2/1.3.1.33;	1/1.3.1A1(rev);	0.153584	0.777778	0.411765	0.283582	0.263158	0.185567	0.16388	0.12	0.0939044
R06286/1.3.1A2/1.3.1.33;	1/1.3.1A1(rev);	0.153584	0.777778	0.411765	0.283582	0.263158	0.185567	0.16388	0.12	0.0939044
R09183/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.148744	0.777778	0.388889	0.257143	0.213675	0.150538	0.12766	0.121547	0.107884
R09162/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.144465	0.777778	0.388889	0.243243	0.19084	0.133333	0.115385	0.11828	0.116592
R11426,R11427/1.3.1A8/1.3.1.112;	1/1.3.1A1(rev);	0.142686	0.571429	0.306122	0.204301	0.168831	0.124464	0.113846	0.120879	0.123223
R11426,R11427/1.3.1A8/1.3.1.112;	1/1.3.1A1(rev);	0.142686	0.571429	0.306122	0.204301	0.168831	0.124464	0.113846	0.120879	0.123223
R01456/1.3.1A2/1.3.1.21;	1/1.3.1A1(rev);	0.140931	0.777778	0.4375	0.264706	0.1875	0.137255	0.116883	0.114583	0.106122
R01451/1.3.1A1/1.3.1.21;	1/1.3.1A1(rev);	0.140931	0.777778	0.4375	0.264706	0.1875	0.137255	0.116883	0.114583	0.106122
R09183/1.3.1A1/1.3.1.29;	1/1.3.1A1(rev);	0.138241	0.777778	0.388889	0.25	0.2	0.137255	0.116129	0.112821	0.100775
R06541/1.3.1A8/1.3.1.77;	1/1.3.1A1(rev);	0.132369	0.571429	0.306122	0.2	0.1625	0.118367	0.106017	0.109453	0.110638
R06541/1.3.1A8/1.3.1.77;	1/1.3.1A1(rev);	0.132369	0.571429	0.306122	0.2	0.1625	0.118367	0.106017	0.109453	0.110638
R06542/1.3.1A8/1.3.1.77;	1/1.3.1A1(rev);	0.130626	0.571429	0.306122	0.2	0.1625	0.117409	0.104816	0.107317	0.108333
R06542/1.3.1A8/1.3.1.77;	1/1.3.1A1(rev);	0.130626	0.571429	0.306122	0.2	0.1625	0.117409	0.104816	0.107317	0.108333
R06543/1.3.1A8/1.3.1.77;	1/1.3.1A1(rev);	0.128927	0.571429	0.306122	0.2	0.1625	0.116466	0.103641	0.105263	0.106122
R06543/1.3.1A8/1.3.1.77;	1/1.3.1A1(rev);	0.128927	0.571429	0.306122	0.2	0.1625	0.116466	0.103641	0.105263	0.106122
R07483(r)/1.3.1A2/1.3.1.70;	1/1.3.1A1(rev);	0.127054	0.777778	0.411765	0.243243	0.185185	0.127753	0.107143	0.100917	0.0918728
R05150/1.3.1A2/1.3.1.54;	1/1.3.1A1(rev);	0.126067	0.777778	0.454545	0.253333	0.202899	0.151786	0.115493	0.0942623	0.0818182
R05639/1.3.1A2/1.3.1.70;	1/1.3.1A1(rev);	0.124597	0.777778	0.411765	0.243243	0.185185	0.126638	0.105263	0.0982143	0.0893471
R05812(r)/1.3.1A1/1.3.1.106;	1/1.3.1A1(rev);	0.1231	0.777778	0.454545	0.253333	0.2	0.149123	0.113573	0.0916335	0.0791789
R11130(r)/1.3.3B1(rev)/;	1/1.3.1A1(rev);	0.114543	0.5	0.434783	0.285714	0.21875	0.116751	0.0827586	0.0628571	0.0491803
R01175(r)/1.3.3B1(rev)/1.3.3.6,1.3.8.1,1.3.8.7;	1/1.3.1A1(rev);	0.114137	0.5	0.404255	0.277108	0.222222	0.117949	0.0839161	0.0632184	0.0494118
R04751(r)/1.3.3B1(rev)/1.3.3.6,1.3.8.1,1.3.8.7,1.3.8.8;	1/1.3.1A1(rev);	0.112955	0.5	0.404255	0.285714	0.215385	0.115578	0.0821918	0.0621469	0.048951
R08092(r)/1.3.3B1(rev)/;	1/1.3.1A1(rev);	0.112096	0.5	0.404255	0.285714	0.212121	0.114428	0.0816327	0.0614525	0.0487239
R03777(r)/1.3.3B1(rev)/1.3.3.6,1.3.8.7,1.3.8.8;	1/1.3.1A1(rev);	0.111813	0.5	0.404255	0.285714	0.215385	0.114428	0.0810811	0.0614525	0.0482759
R11130/1.3.3B1/;	1/1.3.1A1(rev);	0.111682	0.5	0.404255	0.255814	0.138686	0.111111	0.0790378	0.0720461	0.0666667
R06943(r)/1.3.3B1(rev)/;	1/1.3.1A1(rev);	0.111531	0.5	0.404255	0.285714	0.215385	0.1133	0.0810811	0.0614525	0.0480549
R07950(r)/1.3.3B1(rev)/1.3.3.6;	1/1.3.1A1(rev);	0.111391	0.5	0.404255	0.285714	0.215385	0.114428	0.0810811	0.0611111	0.047836
R07934(r)/1.3.3B1(rev)/1.3.3.6;	1/1.3.1A1(rev);	0.111391	0.5	0.404255	0.285714	0.215385	0.114428	0.0810811	0.0611111	0.047836
R03857(r)/1.3.3B1(rev)/1.3.3.6,1.3.8.7,1.3.8.8;	1/1.3.1A1(rev);	0.111391	0.5	0.404255	0.285714	0.215385	0.114428	0.0810811	0.0611111	0.047836
R04754(r)/1.3.3B1(rev)/1.3.3.6,1.3.8.7,1.3.8.8;	1/1.3.1A1(rev);	0.111391	0.5	0.404255	0.285714	0.215385	0.114428	0.0810811	0.0611111	0.047836
R03990(r)/1.3.3B1(rev)/1.3.3.6,1.3.8.7,1.3.8.8,1.3.8.9;	1/1.3.1A1(rev);	0.111391	0.5	0.404255	0.285714	0.215385	0.114428	0.0810811	0.0611111	0.047836
R01279(r)/1.3.3B1(rev)/1.3.3.6,1.3.8.7,1.3.8.8,1.3.8.9;	1/1.3.1A1(rev);	0.111391	0.5	0.404255	0.285714	0.215385	0.114428	0.0810811	0.0611111	0.047836
R07888(r)/1.3.3B1(rev)/1.3.3.6;	1/1.3.1A1(rev);	0.111251	0.5	0.404255	0.285714	0.215385	0.114428	0.0810811	0.0611111	0.047619
R07892(r)/1.3.3B1(rev)/1.3.3.6;	1/1.3.1A1(rev);	0.110006	0.5	0.404255	0.285714	0.215385	0.114428	0.0805369	0.0601093	0.0465632
R01175/1.3.3B1/1.3.3.6,1.3.8.1,1.3.8.7;	1/1.3.1A1(rev);	0.109819	0.5	0.375	0.232558	0.132353	0.112245	0.0801394	0.0724638	0.0669856
R04751/1.3.3B1/1.3.3.6,1.3.8.1,1.3.8.7,1.3.8.8;	1/1.3.1A1(rev);	0.109415	0.5	0.375	0.241379	0.136691	0.11	0.0784983	0.0712251	0.0663507
R08092/1.3.3B1/;	1/1.3.1A1(rev);	0.108586	0.5	0.375	0.241379	0.134752	0.108911	0.0779661	0.0704225	0.0660377
R03777/1.3.3B1/1.3.3.6,1.3.8.7,1.3.8.8;	1/1.3.1A1(rev);	0.108312	0.5	0.375	0.241379	0.136691	0.108911	0.0774411	0.0704225	0.0654206
R06943/1.3.3B1/;	1/1.3.1A1(rev);	0.10804	0.5	0.375	0.241379	0.136691	0.107843	0.0774411	0.0704225	0.0651163
R03857/1.3.3B1/1.3.3.6,1.3.8.7,1.3.8.8;	1/1.3.1A1(rev);	0.107905	0.5	0.375	0.241379	0.136691	0.108911	0.0774411	0.070028	0.0648148
R07950/1.3.3B1/1.3.3.6;	1/1.3.1A1(rev);	0.107905	0.5	0.375	0.241379	0.136691	0.108911	0.0774411	0.070028	0.0648148
R07934/1.3.3B1/1.3.3.6;	1/1.3.1A1(rev);	0.107905	0.5	0.375	0.241379	0.136691	0.108911	0.0774411	0.070028	0.0648148
R01279/1.3.3B1/1.3.3.6,1.3.8.7,1.3.8.8,1.3.8.9;	1/1.3.1A1(rev);	0.107905	0.5	0.375	0.241379	0.136691	0.108911	0.0774411	0.070028	0.0648148
R04754/1.3.3B1/1.3.3.6,1.3.8.7,1.3.8.8;	1/1.3.1A1(rev);	0.107905	0.5	0.375	0.241379	0.136691	0.108911	0.0774411	0.070028	0.0648148
R03990/1.3.3B1/1.3.3.6,1.3.8.7,1.3.8.8,1.3.8.9;	1/1.3.1A1(rev);	0.107905	0.5	0.375	0.241379	0.136691	0.108911	0.0774411	0.070028	0.0648148
R07888/1.3.3B1/1.3.3.6;	1/1.3.1A1(rev);	0.107769	0.5	0.375	0.241379	0.136691	0.108911	0.0774411	0.070028	0.0645161
R07896(r)/1.3.3B1(rev)/1.3.3.6;	1/1.3.1A1(rev);	0.107078	0.5	0.404255	0.285714	0.212121	0.111111	0.0779221	0.0578947	0.0453564
R07892/1.3.3B1/1.3.3.6;	1/1.3.1A1(rev);	0.106568	0.5	0.375	0.241379	0.136691	0.108911	0.0769231	0.0688705	0.0630631
R07896/1.3.3B1/1.3.3.6;	1/1.3.1A1(rev);	0.103739	0.5	0.375	0.241379	0.134752	0.105769	0.0744337	0.066313	0.0614035
R08795/1.3.3A2/1.3.3.8;	1/1.3.1A1(rev);	0.0794979	0.636364	0.466667	0.358491	0.165049	0.100592	0.0646388	0.026087	0.0155902
R02880/1.3.3A2/1.3.3.8;	1/1.3.1A1(rev);	0.0788382	0.636364	0.466667	0.358491	0.165049	0.100592	0.0646388	0.0259366	0.0152505
R02880/1.3.3A2/1.3.3.8;	1/1.3.1A1(rev);	0.0788382	0.636364	0.466667	0.358491	0.165049	0.100592	0.0646388	0.0259366	0.0152505
R08795/1.3.3A2/1.3.3.8;	1/1.3.1A1(rev);	0.0772443	0.636364	0.466667	0.358491	0.165049	0.100592	0.0606061	0.0231214	0.0133333
R02880/1.3.3A2/1.3.3.8;	1/1.3.1A1(rev);	0.0766046	0.636364	0.466667	0.358491	0.165049	0.100592	0.0606061	0.0229885	0.0130435
R02880/1.3.3A2/1.3.3.8;	1/1.3.1A1(rev);	0.0759919	0.636364	0.466667	0.387755	0.1875	0.108434	0.0592593	0.0218579	0.0122951
R08795(r)/1.3.3A2(rev)/1.3.3.8;	1/1.3.1A1(rev);	0.057377	0.636364	0.466667	0.263158	0.111111	0.0689655	0.0332103	0.0143266	0.00662252
R02880(r)/1.3.3A2(rev)/1.3.3.8;	1/1.3.1A1(rev);	0.0569106	0.636364	0.466667	0.263158	0.111111	0.0689655	0.0332103	0.014245	0.00647948
R02880(r)/1.3.3A2(rev)/1.3.3.8;	1/1.3.1A1(rev);	0.0569106	0.636364	0.466667	0.263158	0.111111	0.0689655	0.0332103	0.014245	0.00647948
R08795(r)/1.3.3A2(rev)/1.3.3.8;	1/1.3.1A1(rev);	0.0559345	0.636364	0.466667	0.263158	0.111111	0.0689655	0.0294118	0.0114286	0.00662252
R02880(r)/1.3.3A2(rev)/1.3.3.8;	1/1.3.1A1(rev);	0.0554804	0.636364	0.466667	0.263158	0.111111	0.0689655	0.0294118	0.0113636	0.00647948
R02880(r)/1.3.3A2(rev)/1.3.3.8;	1/1.3.1A1(rev);	0.0554804	0.636364	0.466667	0.263158	0.111111	0.0689655	0.0294118	0.0113636	0.00647948
reactionA	reactionB	0	0	0	0	0	0	0	0	0
